EUSA1,-0.5200
EUSA2,-0.5120
EUSA3,-0.4930
EUSA4,-0.4830
EUSA5,-0.4000
EUSA6,-0.3440
EUSA7,-0.2950
EUSA8,-0.2330
EUSA9,-0.1760
EUSA10,-0.1220
EUSA11,-0.0600
EUSA12,-0.0110
EUSA13,0.0330
EUSA14,0.0720
EUSA15,0.1110
EUSA16,0.1480
EUSA17,0.1620
EUSA18,0.1860
EUSA19,0.2010
EUSA20,0.2250
